"tag","category","context"
"code","inline","<code>This is inside the <code> tag.</code>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"source","media","<source>This is inside the <source> tag.</source>"
"label","form","<label>This is inside the <label> tag.</label>"
"object","media","<object>This is inside the <object> tag.</object>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"source","media","<source>This is inside the <source> tag.</source>"
"code","inline","<code>This is inside the <code> tag.</code>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"meta","metadata","<meta>"
"ul","list","<ul>This is inside the <ul> tag.</ul>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"video","media","<video>This is inside the <video> tag.</video>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"link","metadata","<link rel=""stylesheet"">"
"video","media","<video>This is inside the <video> tag.</video>"
"td","table","<td>This is inside the <td> tag.</td>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"col","table","<col>This is inside the <col> tag.</col>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"source","media","<source>This is inside the <source> tag.</source>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"form","form","<form>This is inside the <form> tag.</form>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"br","inline","<br>"
"meta","metadata","<meta charset=""UTF-8"" name=""viewport"" content=""width=device-width, initial-scale=1.0"">"
"form","form","<form action=""/submit"">This is inside the <form> tag.</form>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"link","metadata","<link>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"button","form","<button type=""submit"" disabled>This is inside the <button> tag.</button>"
"th","table","<th>This is inside the <th> tag.</th>"
"script","scripting","<script type=""text/javascript"" src=""app.js"">This is inside the <script> tag.</script>"
"script","scripting","<script src=""app.js"">This is inside the <script> tag.</script>"
"form","form","<form method=""post"" enctype=""multipart/form-data"">This is inside the <form> tag.</form>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"code","inline","<code>This is inside the <code> tag.</code>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"li","list","<li>This is inside the <li> tag.</li>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"script","scripting","<script type=""text/javascript"" src=""app.js"">This is inside the <script> tag.</script>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"label","form","<label>This is inside the <label> tag.</label>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"script","scripting","<script type=""text/javascript"">This is inside the <script> tag.</script>"
"li","list","<li>This is inside the <li> tag.</li>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"input","form","<input>"
"li","list","<li>This is inside the <li> tag.</li>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"script","scripting","<script type=""text/javascript"" src=""app.js"">This is inside the <script> tag.</script>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"li","list","<li>This is inside the <li> tag.</li>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"br","inline","<br>"
"input","form","<input placeholder=""Enter text"" type=""text"">"
"a","inline","<a target=""_blank"">This is inside the <a> tag.</a>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"option","form","<option>This is inside the <option> tag.</option>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"link","metadata","<link href=""styles.css"" rel=""stylesheet"">"
"title","metadata","<title>This is inside the <title> tag.</title>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"object","media","<object>This is inside the <object> tag.</object>"
"th","table","<th>This is inside the <th> tag.</th>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"form","form","<form enctype=""multipart/form-data"">This is inside the <form> tag.</form>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"em","inline","<em>This is inside the <em> tag.</em>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"col","table","<col>This is inside the <col> tag.</col>"
"link","metadata","<link href=""styles.css"" rel=""stylesheet"">"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"td","table","<td>This is inside the <td> tag.</td>"
"source","media","<source>This is inside the <source> tag.</source>"
"button","form","<button disabled class=""btn btn-primary"">This is inside the <button> tag.</button>"
"col","table","<col>This is inside the <col> tag.</col>"
"col","table","<col>This is inside the <col> tag.</col>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"label","form","<label>This is inside the <label> tag.</label>"
"br","inline","<br>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"a","inline","<a href=""https://example.com"">This is inside the <a> tag.</a>"
"script","scripting","<script type=""text/javascript"">This is inside the <script> tag.</script>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"option","form","<option>This is inside the <option> tag.</option>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"option","form","<option>This is inside the <option> tag.</option>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"input","form","<input type=""text"">"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"track","media","<track>This is inside the <track> tag.</track>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"link","metadata","<link href=""styles.css"" rel=""stylesheet"">"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"track","media","<track>This is inside the <track> tag.</track>"
"td","table","<td>This is inside the <td> tag.</td>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"table","table","<table>This is inside the <table> tag.</table>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"code","inline","<code>This is inside the <code> tag.</code>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"br","inline","<br>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"a","inline","<a href=""https://example.com"" rel=""noopener"">This is inside the <a> tag.</a>"
"track","media","<track>This is inside the <track> tag.</track>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"select","form","<select>This is inside the <select> tag.</select>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"th","table","<th>This is inside the <th> tag.</th>"
"input","form","<input placeholder=""Enter text"">"
"table","table","<table>This is inside the <table> tag.</table>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"option","form","<option>This is inside the <option> tag.</option>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"table","table","<table>This is inside the <table> tag.</table>"
